Age;Over18;Education;EducationField;Gender;MaritalStatus;cpf_11
21.0;Y;1.0;Technical Degree;Male;Single;54389470078
44.0;Y;4.0;Other;Male;Married;47858459376
22.0;Y;1.0;Medical;Male;Married;70234361034
33.0;Y;4.0;Marketing;Male;Divorced;64729402901
32.0;Y;4.0;Life Sciences;Female;Married;56702216211
30.0;Y;3.0;Medical;Female;Divorced;18819925354
53.0;Y;1.0;Medical;Female;Single;99385720732
34.0;Y;5.0;Life Sciences;Male;Married;46606209307
45.0;Y;4.0;Life Sciences;Female;Married;90188279083
26.0;Y;3.0;Life Sciences;Female;Married;41080719725
37.0;Y;3.0;Other;Male;Married;91270871234
29.0;Y;2.0;Medical;Female;Married;18604312080
35.0;Y;4.0;Life Sciences;Male;Single;74298000923
33.0;Y;3.0;Life Sciences;Male;Divorced;78270935077
54.0;Y;4.0;Medical;Male;Married;97584277330
36.0;Y;2.0;Medical;Male;Divorced;76392392220
27.0;Y;4.0;Medical;Male;Single;67954140008
20.0;Y;1.0;Medical;Male;Single;48425219884
33.0;Y;3.0;Life Sciences;Male;Single;93128330905
35.0;Y;3.0;Life Sciences;Male;Married;82059860539
23.0;Y;3.0;Medical;Male;Married;72254070827
25.0;Y;3.0;Life Sciences;Male;Married;43942178060
38.0;Y;4.0;Marketing;Female;Single;83517116831
29.0;Y;4.0;Life Sciences;Male;Divorced;71106175484
48.0;Y;1.0;Marketing;Male;Married;37671874507
27.0;Y;1.0;Medical;Female;Divorced;40452318700
37.0;Y;2.0;Life Sciences;Male;Single;48438391249
50.0;Y;1.0;Medical;Male;Married;91597073806
34.0;Y;3.0;Medical;Female;Single;46730165138
24.0;Y;2.0;Life Sciences;Female;Single;38026202678
39.0;Y;4.0;Technical Degree;Female;Single;00198176490
32.0;Y;3.0;Marketing;Male;Single;91694119726
50.0;Y;2.0;Technical Degree;Male;Married;41707243131
38.0;Y;4.0;Life Sciences;Female;Single;77409942517
27.0;Y;2.0;Life Sciences;Female;Married;80536922225
32.0;Y;2.0;Life Sciences;Female;Single;23878531052
47.0;Y;4.0;Marketing;Male;Single;23750364842
40.0;Y;4.0;Life Sciences;Male;Married;87684668897
53.0;Y;3.0;Life Sciences;Male;Married;87677939406
41.0;Y;4.0;Human Resources;Male;Divorced;98051857887
60.0;Y;4.0;Marketing;Male;Single;63533349233
27.0;Y;2.0;Life Sciences;Male;Divorced;81148194053
41.0;Y;3.0;Human Resources;Male;Married;86558781034
50.0;Y;4.0;Marketing;Male;Married;80159836140
28.0;Y;2.0;Life Sciences;Female;Single;09336783637
36.0;Y;3.0;Life Sciences;Female;Married;84149626707
38.0;Y;3.0;Life Sciences;Female;Single;49837685808
44.0;Y;3.0;Medical;Male;Single;59819439396
47.0;Y;3.0;Medical;Female;Divorced;71331829208
30.0;Y;5.0;Marketing;Male;Divorced;24871963608
29.0;Y;3.0;Life Sciences;Male;Single;76070461002
42.0;Y;3.0;Medical;Male;Divorced;05120975852
43.0;Y;3.0;Life Sciences;Male;Married;53027377523
34.0;Y;2.0;Medical;Female;Single;21343128153
23.0;Y;1.0;Medical;Male;Married;05895479766
39.0;Y;3.0;Human Resources;Female;Married;67759048513
56.0;Y;3.0;Medical;Male;Married;32813926876
40.0;Y;1.0;Medical;Female;Single;49526981570
27.0;Y;3.0;Medical;Female;Single;21995429040
29.0;Y;3.0;Marketing;Male;Divorced;67527524430
53.0;Y;3.0;Life Sciences;Male;Single;82354569076
35.0;Y;4.0;Life Sciences;Female;Divorced;53739938919
32.0;Y;4.0;Life Sciences;Male;Married;60660086506
38.0;Y;5.0;Medical;Male;Married;40055061354
34.0;Y;5.0;Life Sciences;Female;Divorced;79560378678
52.0;Y;4.0;Marketing;Male;Married;02328238807
33.0;Y;4.0;Other;Male;Single;06561761804
25.0;Y;1.0;Medical;Female;Single;70770603300
45.0;Y;2.0;Technical Degree;Male;Single;28562538302
23.0;Y;1.0;Medical;Male;Single;06678426754
47.0;Y;2.0;Life Sciences;Female;Single;66171066605
34.0;Y;3.0;Other;Male;Single;39192935095
55.0;Y;3.0;Medical;Male;Married;56224702772
36.0;Y;4.0;Life Sciences;Male;Single;38459182177
52.0;Y;4.0;Medical;Male;Married;14012838024
26.0;Y;2.0;Life Sciences;Female;Divorced;16202411023
29.0;Y;3.0;Medical;Female;Married;56690717518
26.0;Y;3.0;Technical Degree;Male;Single;72437827870
34.0;Y;4.0;Life Sciences;Female;Single;80740118013
54.0;Y;4.0;Medical;Female;Divorced;99192431240
27.0;Y;1.0;Marketing;Male;Married;83219283829
37.0;Y;1.0;Life Sciences;Female;Divorced;07480345445
38.0;Y;4.0;Life Sciences;Female;Single;30304258865
34.0;Y;4.0;Medical;Female;Single;69212210759
35.0;Y;4.0;Life Sciences;Female;Married;70596533500
30.0;Y;3.0;Life Sciences;Male;Married;96966556300
40.0;Y;2.0;Medical;Female;Married;62682305237
34.0;Y;2.0;Life Sciences;Female;Married;44212200864
42.0;Y;3.0;Life Sciences;Male;Divorced;04967083927
23.0;Y;3.0;Life Sciences;Male;Married;00165325976
24.0;Y;3.0;Life Sciences;Male;Divorced;42605698726
52.0;Y;4.0;Life Sciences;Female;Married;29307435146
50.0;Y;3.0;Medical;Male;Married;39783941623
29.0;Y;2.0;Life Sciences;Female;Married;21014900212
33.0;Y;3.0;Medical;Male;Married;13927233021
33.0;Y;3.0;Marketing;Female;Single;75654906607
47.0;Y;2.0;Other;Female;Married;23898502511
36.0;Y;3.0;Other;Female;Married;93272281975
29.0;Y;2.0;Life Sciences;Male;Married;41542698014
58.0;Y;4.0;Life Sciences;Male;Single;70404298290
35.0;Y;4.0;Life Sciences;Female;Single;97529409190
42.0;Y;2.0;Life Sciences;Female;Married;89844293928
28.0;Y;4.0;Medical;Male;Single;36357146820
36.0;Y;3.0;Human Resources;Male;Married;00925100196
32.0;Y;3.0;Life Sciences;Female;Married;28141930583
40.0;Y;4.0;Medical;Male;Single;10649540816
30.0;Y;3.0;Medical;Female;Single;50588485209
45.0;Y;3.0;Life Sciences;Female;Single;93153321302
42.0;Y;3.0;Life Sciences;Male;Married;72149043491
38.0;Y;3.0;Life Sciences;Male;Divorced;22688619292
34.0;Y;4.0;Life Sciences;Female;Single;51852624787
49.0;Y;3.0;Marketing;Female;Married;99397841122
55.0;Y;1.0;Medical;Male;Single;95668476537
43.0;Y;2.0;Life Sciences;Male;Married;49373733150
27.0;Y;1.0;Technical Degree;Male;Divorced;61966018061
35.0;Y;3.0;Other;Male;Single;95004835489
28.0;Y;4.0;Marketing;Female;Married;44966195551
34.0;Y;2.0;Human Resources;Male;Married;81709675381
26.0;Y;2.0;Medical;Female;Married;69648439141
27.0;Y;3.0;Medical;Male;Married;37063481444
51.0;Y;4.0;Marketing;Female;Married;14202166353
44.0;Y;3.0;Medical;Male;Single;82166211755
25.0;Y;1.0;Medical;Male;Single;73237657816
33.0;Y;3.0;Medical;Male;Divorced;05790588751
35.0;Y;1.0;Medical;Female;Single;84743750024
36.0;Y;2.0;Life Sciences;Male;Married;74415823858
32.0;Y;4.0;Life Sciences;Male;Divorced;46940174389
30.0;Y;4.0;Life Sciences;Male;Divorced;61309126178
53.0;Y;2.0;Marketing;Female;Married;01064064698
45.0;Y;3.0;Marketing;Male;Divorced;59696513038
32.0;Y;2.0;Medical;Female;Married;00799383023
52.0;Y;4.0;Medical;Female;Married;47973126961
37.0;Y;4.0;Marketing;Male;Divorced;78268817810
28.0;Y;2.0;Medical;Male;Divorced;07263354608
22.0;Y;2.0;Life Sciences;Male;Married;00486995941
44.0;Y;4.0;Life Sciences;Male;Married;86219920511
42.0;Y;1.0;Medical;Male;Single;00921796064
36.0;Y;3.0;Life Sciences;Male;Married;73463753600
25.0;Y;1.0;Other;Male;Married;72063994870
35.0;Y;3.0;Life Sciences;Female;Married;98841458739
35.0;Y;4.0;Life Sciences;Female;Divorced;06744029444
32.0;Y;3.0;Life Sciences;Male;Divorced;61562392786
25.0;Y;1.0;Marketing;Male;Married;84104156744
49.0;Y;3.0;Technical Degree;Female;Married;23228681327
24.0;Y;1.0;Life Sciences;Male;Married;81826147160
32.0;Y;2.0;Life Sciences;Male;Married;62667723295
38.0;Y;3.0;Marketing;Male;Married;06818099149
42.0;Y;3.0;Life Sciences;Female;Married;90514887001
31.0;Y;4.0;Life Sciences;Male;Married;51552335429
29.0;Y;3.0;Medical;Female;Divorced;98959580058
53.0;Y;3.0;Marketing;Male;Married;50162063504
35.0;Y;3.0;Technical Degree;Male;Married;48892785320
37.0;Y;2.0;Medical;Female;Married;18653126066
53.0;Y;4.0;Life Sciences;Female;Single;55961865894
43.0;Y;3.0;Life Sciences;Female;Married;88765837266
47.0;Y;2.0;Marketing;Female;Married;77722388604
37.0;Y;2.0;Medical;Male;Single;99878550672
50.0;Y;4.0;Life Sciences;Male;Divorced;80510704298
39.0;Y;3.0;Life Sciences;Female;Married;99446830605
33.0;Y;2.0;Human Resources;Male;Divorced;14621800949
32.0;Y;4.0;Life Sciences;Male;Single;29498854700
29.0;Y;1.0;Medical;Female;Divorced;35384792590
44.0;Y;2.0;Life Sciences;Male;Married;53162179262
28.0;Y;4.0;Medical;Male;Single;80611164051
58.0;Y;1.0;Life Sciences;Male;Divorced;06003065184
43.0;Y;3.0;Life Sciences;Female;Divorced;61445672243
20.0;Y;3.0;Medical;Female;Single;11145398995
21.0;Y;1.0;Other;Female;Single;98274849582
36.0;Y;1.0;Life Sciences;Male;Married;71067513086
47.0;Y;4.0;Life Sciences;Female;Single;23034735782
22.0;Y;1.0;Life Sciences;Female;Married;43793363600
41.0;Y;4.0;Life Sciences;Female;Divorced;47367462466
28.0;Y;3.0;Medical;Female;Divorced;65729358920
39.0;Y;3.0;Medical;Male;Married;90227767780
27.0;Y;3.0;Life Sciences;Female;Single;73408800200
34.0;Y;3.0;Life Sciences;Male;Divorced;23000711422
42.0;Y;2.0;Medical;Female;Single;91389690768
33.0;Y;4.0;Other;Male;Single;23496076151
58.0;Y;3.0;Technical Degree;Female;Divorced;36709735320
31.0;Y;4.0;Life Sciences;Male;Married;23037005823
35.0;Y;1.0;Life Sciences;Female;Married;84905901766
49.0;Y;2.0;Other;Female;Married;79038172214
48.0;Y;4.0;Medical;Male;Married;20909124728
31.0;Y;2.0;Marketing;Female;Married;50522795900
36.0;Y;4.0;Other;Male;Single;20790757303
38.0;Y;3.0;Technical Degree;Female;Married;72370279990
32.0;Y;3.0;Life Sciences;Female;Married;84046294477
25.0;Y;2.0;Marketing;Male;Married;36180462275
40.0;Y;4.0;Marketing;Male;Divorced;52641433664
26.0;Y;3.0;Medical;Male;Single;97086163627
41.0;Y;3.0;Medical;Male;Single;72570567302
36.0;Y;4.0;Medical;Male;Single;02100136054
19.0;Y;3.0;Other;Male;Single;99333557830
20.0;Y;3.0;Technical Degree;Male;Single;65339248348
31.0;Y;3.0;Medical;Female;Married;01319069843
40.0;Y;4.0;Medical;Male;Divorced;74101519358
32.0;Y;4.0;Medical;Female;Married;48627309221
36.0;Y;1.0;Life Sciences;Male;Married;82529975469
33.0;Y;3.0;Life Sciences;Female;Single;55865920375
37.0;Y;4.0;Life Sciences;Male;Married;74991104947
45.0;Y;2.0;Life Sciences;Male;Married;90931924774
29.0;Y;3.0;Technical Degree;Female;Married;16357919608
35.0;Y;3.0;Medical;Female;Married;73640587960
52.0;Y;2.0;Life Sciences;Male;Married;04945062960
58.0;Y;3.0;Technical Degree;Male;Single;13981458311
53.0;Y;2.0;Medical;Male;Divorced;23509190211
30.0;Y;2.0;Other;Male;Divorced;42855966361
38.0;Y;3.0;Technical Degree;Female;Single;64251293444
35.0;Y;4.0;Life Sciences;Male;Divorced;62635167125
39.0;Y;5.0;Life Sciences;Male;Single;60948040742
40.0;Y;3.0;Life Sciences;Female;Single;24928551397
47.0;Y;4.0;Medical;Male;Divorced;24928734637
36.0;Y;4.0;Technical Degree;Male;Divorced;92300706377
31.0;Y;2.0;Medical;Male;Single;47168158465
33.0;Y;3.0;Life Sciences;Male;Single;65815520209
29.0;Y;3.0;Life Sciences;Female;Single;75925331117
33.0;Y;1.0;Life Sciences;Female;Single;49924509625
45.0;Y;4.0;Medical;Female;Divorced;26789322817
50.0;Y;2.0;Medical;Male;Divorced;81417906170
33.0;Y;4.0;Other;Female;Married;08953375681
41.0;Y;3.0;Medical;Male;Divorced;67125964753
27.0;Y;4.0;Technical Degree;Female;Married;32287633669
45.0;Y;2.0;Life Sciences;Male;Married;49929240772
47.0;Y;2.0;Life Sciences;Female;Single;23724755929
30.0;Y;3.0;Life Sciences;Female;Married;94912197661
50.0;Y;3.0;Life Sciences;Male;Married;48881831120
38.0;Y;1.0;Medical;Male;Married;90246001208
46.0;Y;2.0;Medical;Male;Divorced;68654316934
24.0;Y;1.0;Medical;Female;Divorced;72043753002
35.0;Y;4.0;Other;Male;Divorced;47719158148
31.0;Y;1.0;Life Sciences;Female;Married;88043425957
18.0;Y;2.0;Life Sciences;Male;Single;48090708595
54.0;Y;3.0;Technical Degree;Female;Married;60662421485
35.0;Y;4.0;Medical;Female;Divorced;44738738895
30.0;Y;2.0;Life Sciences;Female;Married;57532131203
20.0;Y;3.0;Medical;Female;Single;57134751317
30.0;Y;3.0;Medical;Female;Single;82892912130
26.0;Y;2.0;Medical;Male;Married;42483801536
22.0;Y;1.0;Life Sciences;Male;Married;73641307139
48.0;Y;3.0;Life Sciences;Male;Single;89617082527
48.0;Y;4.0;Life Sciences;Male;Single;05255066753
41.0;Y;2.0;Medical;Female;Single;60285909169
39.0;Y;1.0;Life Sciences;Female;Married;55317727774
27.0;Y;4.0;Life Sciences;Female;Married;10458893005
35.0;Y;3.0;Other;Male;Divorced;37232373635
42.0;Y;2.0;Marketing;Male;Married;62711029131
50.0;Y;3.0;Life Sciences;Male;Married;56831851142
59.0;Y;3.0;Life Sciences;Female;Single;58517788656
37.0;Y;2.0;Medical;Female;Married;02821179030
55.0;Y;4.0;Medical;Male;Married;98796485442
41.0;Y;1.0;Life Sciences;Female;Divorced;42660628181
38.0;Y;4.0;Life Sciences;Male;Single;56867192254
26.0;Y;2.0;Medical;Male;Single;35814975652
52.0;Y;1.0;Marketing;Female;Married;31498429807
44.0;Y;3.0;Medical;Female;Married;16364619991
50.0;Y;3.0;Life Sciences;Female;Married;22042299200
36.0;Y;4.0;Life Sciences;Female;Single;02519011220
39.0;Y;3.0;Medical;Female;Single;17596666450
33.0;Y;1.0;Life Sciences;Female;Single;83011675309
45.0;Y;2.0;Life Sciences;Female;Married;68031810060
32.0;Y;4.0;Medical;Female;Single;11021424765
34.0;Y;4.0;Marketing;Male;Divorced;72227156570
59.0;Y;2.0;Technical Degree;Male;Married;36020708322
45.0;Y;4.0;Medical;Male;Single;46632980015
53.0;Y;3.0;Marketing;Female;Married;10725475897
36.0;Y;3.0;Other;Male;Divorced;60918126029
26.0;Y;3.0;Life Sciences;Male;Married;86075728490
34.0;Y;4.0;Life Sciences;Female;Married;94828736964
28.0;Y;1.0;Medical;Male;Married;33563080410
38.0;Y;4.0;Other;Male;Married;80434395676
50.0;Y;4.0;Medical;Male;Married;42824285974
37.0;Y;3.0;Other;Female;Single;10190403780
40.0;Y;3.0;Marketing;Male;Married;38877923784
26.0;Y;1.0;Medical;Female;Divorced;14624253051
46.0;Y;4.0;Medical;Male;Divorced;42686618752
54.0;Y;4.0;Life Sciences;Female;Married;70113973292
56.0;Y;3.0;Medical;Female;Married;72776538740
36.0;Y;5.0;Medical;Female;Single;26390309228
55.0;Y;1.0;Medical;Male;Single;39095733637
43.0;Y;3.0;Medical;Male;Divorced;96870689903
20.0;Y;3.0;Marketing;Female;Single;07540924020
21.0;Y;3.0;Life Sciences;Female;Single;78791209986
46.0;Y;4.0;Life Sciences;Female;Divorced;47446026227
51.0;Y;4.0;Life Sciences;Male;Married;26772686209
28.0;Y;2.0;Technical Degree;Male;Single;88125661549
26.0;Y;2.0;Medical;Male;Married;57957370462
30.0;Y;3.0;Other;Male;Married;54073284967
41.0;Y;2.0;Technical Degree;Female;Married;03401072943
38.0;Y;1.0;Life Sciences;Female;Married;78205379904
40.0;Y;4.0;Technical Degree;Male;Married;03145922106
27.0;Y;5.0;Life Sciences;Male;Married;21896007155
55.0;Y;1.0;Life Sciences;Male;Married;22190638011
28.0;Y;3.0;Other;Female;Single;54018685700
44.0;Y;2.0;Medical;Male;Married;63618805837
33.0;Y;3.0;Life Sciences;Male;Divorced;80504707760
35.0;Y;3.0;Technical Degree;Male;Single;73413720015
33.0;Y;4.0;Medical;Female;Single;35648937920
28.0;Y;2.0;Life Sciences;Male;Divorced;13802361776
34.0;Y;1.0;Life Sciences;Male;Single;83784663451
37.0;Y;4.0;Life Sciences;Female;Divorced;64758190267
25.0;Y;1.0;Technical Degree;Male;Married;97553785024
26.0;Y;3.0;Medical;Male;Divorced;26834346856
33.0;Y;3.0;Medical;Male;Single;11783976888
42.0;Y;2.0;Medical;Male;Married;54802051964
28.0;Y;3.0;Medical;Male;Divorced;68641171703
50.0;Y;4.0;Other;Male;Single;18375111791
33.0;Y;3.0;Life Sciences;Female;Married;21916346219
34.0;Y;4.0;Life Sciences;Male;Married;79397983326
48.0;Y;4.0;Medical;Male;Single;75497960766
45.0;Y;4.0;Life Sciences;Female;Married;68564461609
52.0;Y;4.0;Life Sciences;Male;Single;58229944660
38.0;Y;4.0;Marketing;Male;Divorced;10984601201
29.0;Y;4.0;Life Sciences;Female;Divorced;76198073572
28.0;Y;3.0;Medical;Female;Divorced;76567252960
46.0;Y;1.0;Marketing;Male;Married;08253238274
38.0;Y;2.0;Marketing;Male;Single;95829348403
43.0;Y;3.0;Life Sciences;Female;Married;09863594326
39.0;Y;3.0;Life Sciences;Male;Divorced;46511230740
40.0;Y;3.0;Medical;Male;Single;67249340875
21.0;Y;1.0;Technical Degree;Female;Single;67915441124
39.0;Y;3.0;Life Sciences;Male;Single;96434553862
36.0;Y;4.0;Life Sciences;Male;Single;69284552842
31.0;Y;3.0;Life Sciences;Male;Married;78795838406
28.0;Y;1.0;Life Sciences;Male;Married;49084650530
35.0;Y;2.0;Marketing;Male;Divorced;19316995183
49.0;Y;4.0;Technical Degree;Male;Married;42573151131
34.0;Y;2.0;Life Sciences;Male;Single;26565470758
29.0;Y;3.0;Life Sciences;Female;Divorced;39836760067
42.0;Y;3.0;Medical;Male;Single;13508480429
29.0;Y;1.0;Medical;Male;Married;04549482397
38.0;Y;3.0;Human Resources;Male;Married;42845422067
28.0;Y;3.0;Life Sciences;Male;Divorced;27635772295
18.0;Y;1.0;Medical;Male;Single;92681649811
33.0;Y;4.0;Marketing;Female;Single;05480083619
41.0;Y;4.0;Life Sciences;Male;Married;48738941236
31.0;Y;3.0;Medical;Male;Married;78333789412
37.0;Y;2.0;Medical;Female;Divorced;37656461990
27.0;Y;3.0;Life Sciences;Male;Married;35871570577
34.0;Y;1.0;Life Sciences;Female;Married;72400280703
35.0;Y;4.0;Technical Degree;Male;Single;82615264702
29.0;Y;1.0;Life Sciences;Female;Married;93532581620
40.0;Y;4.0;Medical;Female;Single;01733130942
42.0;Y;3.0;Life Sciences;Male;Single;83071087217
42.0;Y;4.0;Marketing;Male;Single;88578106407
35.0;Y;4.0;Medical;Male;Married;59288291911
24.0;Y;3.0;Medical;Male;Single;74755213703
28.0;Y;1.0;Life Sciences;Female;Married;31594367213
26.0;Y;4.0;Medical;Male;Married;78063684265
30.0;Y;3.0;Marketing;Male;Married;60363945784
40.0;Y;2.0;Medical;Female;Married;09792357408
35.0;Y;3.0;Life Sciences;Male;Divorced;65048177665
34.0;Y;3.0;Medical;Male;Single;75290510591
35.0;Y;4.0;Other;Male;Married;01400634989
43.0;Y;3.0;Marketing;Female;Single;18614590687
32.0;Y;1.0;Life Sciences;Female;Divorced;35049645298
56.0;Y;4.0;Technical Degree;Female;Divorced;02879082404
29.0;Y;1.0;Medical;Female;Married;51530726573
19.0;Y;2.0;Life Sciences;Male;Single;02142568637
45.0;Y;3.0;Medical;Female;Married;82366947984
37.0;Y;3.0;Life Sciences;Female;Married;81725581639
20.0;Y;3.0;Life Sciences;Male;Single;00335064930
44.0;Y;4.0;Life Sciences;Male;Single;07557257006
53.0;Y;2.0;Medical;Female;Divorced;87444640700
29.0;Y;1.0;Life Sciences;Female;Married;71079983660
22.0;Y;4.0;Life Sciences;Male;Married;74651391044
46.0;Y;3.0;Marketing;Female;Married;93097697691
44.0;Y;3.0;Life Sciences;Male;Single;06396964813
33.0;Y;3.0;Human Resources;Male;Married;93118488166
41.0;Y;2.0;Life Sciences;Male;Divorced;94821931648
30.0;Y;4.0;Life Sciences;Male;Divorced;75073678273
40.0;Y;4.0;Medical;Male;Married;47943397983
50.0;Y;3.0;Medical;Female;Married;24682053086
28.0;Y;4.0;Medical;Male;Married;20912162244
46.0;Y;2.0;Life Sciences;Male;Married;30161130909
35.0;Y;4.0;Life Sciences;Male;Married;98401659760
24.0;Y;2.0;Life Sciences;Female;Married;35246072762
33.0;Y;3.0;Medical;Female;Married;41259890600
36.0;Y;4.0;Life Sciences;Male;Divorced;44554215725
30.0;Y;4.0;Life Sciences;Male;Divorced;14933041946
44.0;Y;4.0;Other;Male;Single;13024664459
20.0;Y;3.0;Marketing;Male;Single;41490991387
46.0;Y;4.0;Technical Degree;Male;Divorced;37827286291
42.0;Y;5.0;Medical;Male;Married;09841678110
60.0;Y;4.0;Marketing;Male;Divorced;74311009658
32.0;Y;3.0;Other;Female;Married;52889018300
32.0;Y;2.0;Life Sciences;Female;Single;65125736929
36.0;Y;3.0;Technical Degree;Female;Divorced;01083241095
33.0;Y;3.0;Medical;Male;Married;59972416704
40.0;Y;3.0;Technical Degree;Female;Divorced;77198240755
25.0;Y;4.0;Life Sciences;Male;Single;09771659065
30.0;Y;3.0;Medical;Male;Married;96221593387
42.0;Y;5.0;Medical;Female;Married;36641064239
35.0;Y;2.0;Marketing;Female;Married;68929252354
27.0;Y;3.0;Life Sciences;Male;Married;34049272490
54.0;Y;4.0;Life Sciences;Female;Divorced;51099134986
44.0;Y;1.0;Life Sciences;Female;Married;84086964910
19.0;Y;3.0;Medical;Female;Single;14950427903
29.0;Y;3.0;Life Sciences;Female;Divorced;09177799321
54.0;Y;3.0;Life Sciences;Male;Married;66187648315
31.0;Y;2.0;Medical;Male;Married;76727742049
31.0;Y;3.0;Medical;Female;Single;21514097591
59.0;Y;3.0;Life Sciences;Female;Single;76142874529
43.0;Y;3.0;Life Sciences;Male;Married;14437904001
49.0;Y;2.0;Medical;Male;Married;25685428537
36.0;Y;3.0;Technical Degree;Male;Married;00224380842
48.0;Y;2.0;Technical Degree;Male;Single;04954123097
27.0;Y;2.0;Life Sciences;Male;Divorced;02495510205
29.0;Y;3.0;Life Sciences;Male;Divorced;76502855962
48.0;Y;3.0;Life Sciences;Male;Single;95561269615
29.0;Y;3.0;Life Sciences;Female;Divorced;63657353240
34.0;Y;3.0;Technical Degree;Female;Married;88892727320
44.0;Y;3.0;Marketing;Male;Married;82708081136
33.0;Y;5.0;Marketing;Male;Divorced;91755841906
19.0;Y;3.0;Life Sciences;Female;Single;82666271935
23.0;Y;2.0;Life Sciences;Male;Married;49006560545
25.0;Y;1.0;Life Sciences;Male;Single;35688041587
26.0;Y;2.0;Life Sciences;Male;Single;75312181439
45.0;Y;3.0;Marketing;Female;Single;91480393304
55.0;Y;1.0;Medical;Male;Divorced;02386864340
21.0;Y;2.0;Life Sciences;Female;Single;85659409857
46.0;Y;2.0;Marketing;Female;Married;55255180238
34.0;Y;3.0;Marketing;Female;Single;32886072559
51.0;Y;3.0;Life Sciences;Male;Divorced;29297480284
59.0;Y;4.0;Medical;Male;Single;37178541512
34.0;Y;3.0;Medical;Female;Divorced;12911551206
28.0;Y;4.0;Medical;Male;Single;17518859769
44.0;Y;2.0;Life Sciences;Male;Divorced;01095003933
34.0;Y;3.0;Life Sciences;Male;Married;31597698873
35.0;Y;1.0;Life Sciences;Male;Married;94516912279
42.0;Y;4.0;Medical;Female;Married;16106671400
43.0;Y;4.0;Marketing;Female;Single;81642018473
36.0;Y;4.0;Life Sciences;Female;Single;10478298439
44.0;Y;3.0;Medical;Female;Married;07742588536
28.0;Y;3.0;Life Sciences;Male;Married;18574276022
51.0;Y;2.0;Medical;Female;Single;78589991768
30.0;Y;2.0;Medical;Female;Single;69202487863
29.0;Y;3.0;Technical Degree;Female;Divorced;18423875962
28.0;Y;3.0;Technical Degree;Male;Single;70825145066
25.0;Y;3.0;Medical;Female;Single;74579048164
32.0;Y;3.0;Medical;Male;Married;29051309627
45.0;Y;3.0;Medical;Female;Single;20867215100
39.0;Y;4.0;Medical;Female;Divorced;86891179033
58.0;Y;4.0;Life Sciences;Male;Divorced;73461774014
32.0;Y;2.0;Life Sciences;Male;Married;20202448290
39.0;Y;3.0;Medical;Male;Single;48353720507
30.0;Y;3.0;Technical Degree;Female;Married;80614591082
36.0;Y;4.0;Technical Degree;Female;Married;27611640755
46.0;Y;2.0;Life Sciences;Female;Single;62397420589
28.0;Y;3.0;Life Sciences;Female;Married;31057884170
50.0;Y;3.0;Life Sciences;Female;Married;63439321355
40.0;Y;4.0;Marketing;Male;Single;28162487395
52.0;Y;3.0;Life Sciences;Male;Single;53601984784
30.0;Y;4.0;Medical;Female;Married;33511851548
39.0;Y;2.0;Life Sciences;Male;Single;38708168300
31.0;Y;4.0;Life Sciences;Female;Divorced;24450405900
41.0;Y;2.0;Medical;Male;Single;14356418417
31.0;Y;3.0;Life Sciences;Female;Single;12370895900
44.0;Y;3.0;Life Sciences;Male;Married;22438907207
42.0;Y;1.0;Life Sciences;Male;Married;33810694460
55.0;Y;2.0;Medical;Female;Married;23784743501
56.0;Y;4.0;Life Sciences;Male;Single;61634370040
40.0;Y;2.0;Life Sciences;Male;Divorced;27114198272
34.0;Y;3.0;Life Sciences;Male;Divorced;93245052979
40.0;Y;3.0;Life Sciences;Male;Single;43671769599
41.0;Y;3.0;Marketing;Female;Divorced;02770390104
35.0;Y;4.0;Life Sciences;Male;Single;96259875681
51.0;Y;3.0;Life Sciences;Male;Divorced;73264568365
38.0;Y;2.0;Life Sciences;Female;Divorced;35162860913
34.0;Y;2.0;Medical;Female;Single;40245302590
25.0;Y;1.0;Medical;Male;Married;53457578877
58.0;Y;4.0;Medical;Female;Married;03476118347
40.0;Y;4.0;Life Sciences;Male;Married;59621417090
36.0;Y;3.0;Marketing;Female;Married;86789756957
48.0;Y;3.0;Life Sciences;Male;Single;88514064304
27.0;Y;3.0;Medical;Female;Married;08170854911
51.0;Y;2.0;Technical Degree;Female;Single;05314520850
18.0;Y;3.0;Life Sciences;Female;Single;43846592102
35.0;Y;3.0;Medical;Female;Married;05925865294
27.0;Y;1.0;Life Sciences;Male;Single;96038797114
55.0;Y;4.0;Marketing;Male;Single;02425659218
56.0;Y;3.0;Life Sciences;Male;Married;09756648759
34.0;Y;1.0;Technical Degree;Female;Divorced;72748065808
40.0;Y;1.0;Medical;Female;Divorced;83542957534
34.0;Y;3.0;Medical;Male;Married;09876250809
31.0;Y;3.0;Life Sciences;Female;Single;11479032476
35.0;Y;4.0;Marketing;Female;Married;24501341904
38.0;Y;3.0;Life Sciences;Male;Divorced;01349391409
34.0;Y;4.0;Technical Degree;Female;Single;71023800624
28.0;Y;3.0;Life Sciences;Male;Married;29808129862
31.0;Y;4.0;Medical;Male;Married;41820755797
39.0;Y;4.0;Life Sciences;Male;Married;92550262590
51.0;Y;3.0;Marketing;Male;Married;45919082321
41.0;Y;3.0;Life Sciences;Female;Divorced;07689877923
37.0;Y;1.0;Life Sciences;Male;Married;72531002200
33.0;Y;1.0;Life Sciences;Male;Married;10746599536
32.0;Y;1.0;Marketing;Male;Married;37556448606
39.0;Y;2.0;Life Sciences;Male;Married;21792637160
